Name,Position,PerGame,Totals,Per40Min,Advanced,Awards,Root
Terrico White,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2008-09,Ole Miss,SEC,31,21,30.0,5.1,11.8,.428,3.1,6.2,.495,2.0,5.6,.354,1.6,2.5,.628,0.8,2.6,3.4,2.3,0.8,0.3,1.8,1.8,13.7,,5.41
2009-10,Ole Miss,SEC,35,34,31.5,5.5,12.8,.430,3.7,7.7,.489,1.7,5.1,.341,2.4,3.4,.714,1.6,3.0,4.6,1.5,0.9,0.2,1.3,1.8,15.1,,5.77
Career,Ole Miss,,66,55,30.8,5.3,12.3,.429,3.4,7.0,.491,1.9,5.4,.347,2.0,3.0,.680,1.2,2.8,4.0,1.9,0.8,0.2,1.5,1.8,14.5,,5.59","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Ole Miss,SEC,31,21,929,157,367,.428,95,192,.495,62,175,.354,49,78,.628,25,80,105,72,26,8,55,55,425
2009-10,Ole Miss,SEC,35,34,1103,192,447,.430,131,268,.489,61,179,.341,85,119,.714,55,105,160,52,30,7,45,62,530
Career,Ole Miss,,66,55,2032,349,814,.429,226,460,.491,123,354,.347,134,197,.680,80,185,265,124,56,15,100,117,955","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Ole Miss,SEC,31,21,929,6.8,15.8,.428,4.1,8.3,.495,2.7,7.5,.354,2.1,3.4,.628,4.5,3.1,1.1,0.3,2.4,2.4,18.3
2009-10,Ole Miss,SEC,35,34,1103,7.0,16.2,.430,4.8,9.7,.489,2.2,6.5,.341,3.1,4.3,.714,5.8,1.9,1.1,0.3,1.6,2.2,19.2
Career,Ole Miss,,66,55,2032,6.9,16.0,.429,4.4,9.1,.491,2.4,7.0,.347,2.6,3.9,.680,5.2,2.4,1.1,0.3,2.0,2.3,18.8","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2008-09,Ole Miss,SEC,31,21,929,.526,.512,.477,.213,,,,,,,,12.0,,,1.4,0.9,2.4,.101
2009-10,Ole Miss,SEC,35,34,1103,.526,.498,.400,.266,487,5.3,9.9,7.6,9.1,1.5,0.6,8.2,23.9,,3.0,1.2,4.1,.150
Career,Ole Miss,,66,55,2032,.526,.504,.435,.242,487,5.3,9.9,7.6,9.1,1.5,0.6,9.9,23.9,,4.4,2.1,6.5,.128","
		Awards					2008-09 All-SEC - 2nd Team
		
							2008-09 SEC All-Freshman
		
							2008-09 SEC Rookie of the Year
		
			",undefined
John Wall,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Kentucky,SEC,37,37,34.8,5.5,11.8,.461,4.5,8.8,.509,1.0,3.1,.325,4.7,6.3,.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82
Career,Kentucky,,37,37,34.8,5.5,11.8,.461,4.5,8.8,.509,1.0,3.1,.325,4.7,6.3,.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,37,37,1288,202,438,.461,165,324,.509,37,114,.325,175,232,.754,30,129,159,241,66,19,149,72,616
Career,Kentucky,,37,37,1288,202,438,.461,165,324,.509,37,114,.325,175,232,.754,30,129,159,241,66,19,149,72,616","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,37,37,1288,6.3,13.6,.461,5.1,10.1,.509,1.1,3.5,.325,5.4,7.2,.754,4.9,7.5,2.0,0.6,4.6,2.2,19.1
Career,Kentucky,,37,37,1288,6.3,13.6,.461,5.1,10.1,.509,1.1,3.5,.325,5.4,7.2,.754,4.9,7.5,2.0,0.6,4.6,2.2,19.1","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Kentucky,SEC,37,37,1288,.562,.503,.260,.530,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,,3.7,2.6,6.3,.196
Career,Kentucky,,37,37,1288,.562,.503,.260,.530,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,,3.7,2.6,6.3,.196","
		Awards					2009-10 All-SEC - 1st Team
		
							2009-10 Rupp Trophy
		
							2009-10 SEC All-Freshman
		
							2009-10 SEC Player of the Year
		
							2009-10 SEC Rookie of the Year
		
							2009-10 USBWA Freshman of the Year
		
							2009-10 Wooden Award - Finalists
		
							2009-10 Consensus All-America - 1st Team
		
							2010 All-SEC Tournament - 1st Team
		
							2010 NCAA Tournament All-Region
		
							2010 SEC Tournament MVP
		
			",undefined
Armon Johnson,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2007-08,Nevada,WAC,33,32,31.2,4.1,8.4,.482,3.2,6.0,.538,0.8,2.5,.346,2.5,3.2,.776,0.8,3.3,4.0,3.4,0.8,0.2,2.4,2.1,11.5,,-0.11
2008-09,Nevada,WAC,34,33,32.3,5.7,13.2,.431,4.9,10.5,.469,0.7,2.6,.278,3.4,4.3,.789,0.8,2.8,3.6,4.3,0.9,0.2,2.5,1.2,15.5,,1.40
2009-10,Nevada,WAC,34,34,34.5,6.4,13.0,.495,5.9,10.9,.544,0.5,2.1,.239,2.4,3.5,.678,0.8,2.6,3.4,5.6,0.8,0.4,3.4,1.8,15.7,,2.56
Career,Nevada,,101,99,32.7,5.4,11.6,.467,4.7,9.2,.514,0.7,2.4,.289,2.8,3.7,.750,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,,1.28","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,Nevada,WAC,33,32,1030,134,278,.482,106,197,.538,28,81,.346,83,107,.776,25,108,133,111,25,7,78,68,379
2008-09,Nevada,WAC,34,33,1097,193,448,.431,168,358,.469,25,90,.278,116,147,.789,27,95,122,145,30,6,84,42,527
2009-10,Nevada,WAC,34,34,1172,219,442,.495,202,371,.544,17,71,.239,80,118,.678,26,89,115,189,28,12,114,61,535
Career,Nevada,,101,99,3299,546,1168,.467,476,926,.514,70,242,.289,279,372,.750,78,292,370,445,83,25,276,171,1441","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,Nevada,WAC,33,32,1030,5.2,10.8,.482,4.1,7.7,.538,1.1,3.1,.346,3.2,4.2,.776,5.2,4.3,1.0,0.3,3.0,2.6,14.7
2008-09,Nevada,WAC,34,33,1097,7.0,16.3,.431,6.1,13.1,.469,0.9,3.3,.278,4.2,5.4,.789,4.4,5.3,1.1,0.2,3.1,1.5,19.2
2009-10,Nevada,WAC,34,34,1172,7.5,15.1,.495,6.9,12.7,.544,0.6,2.4,.239,2.7,4.0,.678,3.9,6.5,1.0,0.4,3.9,2.1,18.3
Career,Nevada,,101,99,3299,6.6,14.2,.467,5.8,11.2,.514,0.8,2.9,.289,3.4,4.5,.750,4.5,5.4,1.0,0.3,3.3,2.1,17.5","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2007-08,Nevada,WAC,33,32,1030,.576,.532,.291,.385,,,,7.3,19.5,,0.4,19.2,19.6,,2.0,1.1,3.0,.118
2008-09,Nevada,WAC,34,33,1097,.509,.459,.201,.328,,,,,,,,14.0,,,1.5,1.7,3.2,.116
2009-10,Nevada,WAC,34,34,1172,.537,.515,.161,.267,574,2.6,8.0,5.5,30.4,1.4,0.9,18.6,25.7,,2.5,0.5,3.0,.104
Career,Nevada,,101,99,3299,.536,.497,.207,.318,574,2.6,8.0,6.3,25.3,1.4,0.7,17.0,22.9,,6.0,3.3,9.3,.112",,
Luke Babbitt,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2008-09,Nevada,WAC,34,34,32.6,5.7,12.5,.456,4.7,10.2,.463,1.0,2.3,.429,4.5,5.2,.864,1.9,5.5,7.4,1.4,0.7,0.7,1.9,1.8,16.9,,1.40
2009-10,Nevada,WAC,34,34,37.1,7.4,14.8,.500,6.1,11.8,.521,1.2,3.0,.416,5.9,6.4,.917,2.1,6.9,8.9,2.1,1.0,0.8,2.4,2.6,21.9,,2.56
Career,Nevada,,68,68,34.9,6.5,13.6,.480,5.4,11.0,.494,1.1,2.6,.421,5.2,5.8,.893,2.0,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,,1.98","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Nevada,WAC,34,34,1110,194,425,.456,161,348,.463,33,77,.429,152,176,.864,63,188,251,47,24,24,65,61,573
2009-10,Nevada,WAC,34,34,1260,251,502,.500,209,401,.521,42,101,.416,199,217,.917,70,233,303,72,35,27,81,87,743
Career,Nevada,,68,68,2370,445,927,.480,370,749,.494,75,178,.421,351,393,.893,133,421,554,119,59,51,146,148,1316","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Nevada,WAC,34,34,1110,7.0,15.3,.456,5.8,12.5,.463,1.2,2.8,.429,5.5,6.3,.864,9.0,1.7,0.9,0.9,2.3,2.2,20.6
2009-10,Nevada,WAC,34,34,1260,8.0,15.9,.500,6.6,12.7,.521,1.3,3.2,.416,6.3,6.9,.917,9.6,2.3,1.1,0.9,2.6,2.8,23.6
Career,Nevada,,68,68,2370,7.5,15.6,.480,6.2,12.6,.494,1.3,3.0,.421,5.9,6.6,.893,9.4,2.0,1.0,0.9,2.5,2.5,22.2","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2008-09,Nevada,WAC,34,34,1110,.563,.495,.181,.414,,,,,,,,11.3,,,2.9,2.3,5.3,.190
2009-10,Nevada,WAC,34,34,1260,.614,.542,.201,.432,697,6.6,19.4,13.4,11.0,1.6,1.9,11.8,26.8,,5.4,1.3,6.7,.213
Career,Nevada,,68,68,2370,.591,.520,.192,.424,697,6.6,19.4,13.4,11.0,1.6,1.9,11.6,26.8,,8.4,3.6,12.0,.202",,
Avery Bradley,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Texas,Big 12,34,32,29.5,4.7,10.8,.432,3.4,7.5,.457,1.2,3.3,.375,1.1,1.9,.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,,7.38
Career,Texas,,34,32,29.5,4.7,10.8,.432,3.4,7.5,.457,1.2,3.3,.375,1.1,1.9,.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,,7.38","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Texas,Big 12,34,32,1003,159,368,.432,117,256,.457,42,112,.375,36,66,.545,33,65,98,71,44,18,52,80,396
Career,Texas,,34,32,1003,159,368,.432,117,256,.457,42,112,.375,36,66,.545,33,65,98,71,44,18,52,80,396","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Texas,Big 12,34,32,1003,6.3,14.7,.432,4.7,10.2,.457,1.7,4.5,.375,1.4,2.6,.545,3.9,2.8,1.8,0.7,2.1,3.2,15.8
Career,Texas,,34,32,1003,6.3,14.7,.432,4.7,10.2,.457,1.7,4.5,.375,1.4,2.6,.545,3.9,2.8,1.8,0.7,2.1,3.2,15.8","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Texas,Big 12,34,32,1003,.496,.489,.304,.179,374,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4,,1.6,1.6,3.2,.127
Career,Texas,,34,32,1003,.496,.489,.304,.179,374,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4,,1.6,1.6,3.2,.127",,
Stanley Robinson,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2006-07,UConn,Big East,31,13,17.2,1.7,4.5,.374,1.2,3.1,.371,0.5,1.4,.381,1.2,1.8,.661,1.5,2.9,4.4,0.8,0.3,0.5,1.4,1.3,5.1,,6.09
2007-08,UConn,Big East,33,32,27.7,4.1,8.8,.471,3.3,6.7,.486,0.8,2.0,.418,1.3,1.9,.672,2.2,4.3,6.5,1.2,0.5,1.3,1.4,2.2,10.4,,6.76
2008-09,UConn,Big East,28,24,24.9,3.5,6.9,.505,3.4,6.0,.556,0.1,0.8,.130,1.4,2.3,.635,2.0,3.9,5.9,1.2,0.6,1.1,1.6,1.4,8.5,,8.57
2009-10,UConn,Big East,34,34,34.2,6.0,11.4,.525,5.2,9.1,.571,0.8,2.3,.342,1.8,2.9,.629,2.7,5.0,7.6,1.0,0.9,1.2,2.3,1.5,14.5,,9.15
Career,UConn,,126,103,26.2,3.9,8.0,.485,3.3,6.3,.520,0.6,1.7,.351,1.4,2.2,.646,2.1,4.1,6.2,1.0,0.6,1.0,1.7,1.6,9.8,,7.64","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,UConn,Big East,31,13,533,52,139,.374,36,97,.371,16,42,.381,37,56,.661,45,91,136,25,9,17,42,39,157
2007-08,UConn,Big East,33,32,915,136,289,.471,108,222,.486,28,67,.418,43,64,.672,72,142,214,39,18,42,47,73,343
2008-09,UConn,Big East,28,24,696,97,192,.505,94,169,.556,3,23,.130,40,63,.635,57,109,166,33,17,30,44,39,237
2009-10,UConn,Big East,34,34,1163,203,387,.525,176,308,.571,27,79,.342,61,97,.629,91,169,260,34,30,41,77,52,494
Career,UConn,,126,103,3307,488,1007,.485,414,796,.520,74,211,.351,181,280,.646,265,511,776,131,74,130,210,203,1231","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,UConn,Big East,31,13,533,3.9,10.4,.374,2.7,7.3,.371,1.2,3.2,.381,2.8,4.2,.661,10.2,1.9,0.7,1.3,3.2,2.9,11.8
2007-08,UConn,Big East,33,32,915,5.9,12.6,.471,4.7,9.7,.486,1.2,2.9,.418,1.9,2.8,.672,9.4,1.7,0.8,1.8,2.1,3.2,15.0
2008-09,UConn,Big East,28,24,696,5.6,11.0,.505,5.4,9.7,.556,0.2,1.3,.130,2.3,3.6,.635,9.5,1.9,1.0,1.7,2.5,2.2,13.6
2009-10,UConn,Big East,34,34,1163,7.0,13.3,.525,6.1,10.6,.571,0.9,2.7,.342,2.1,3.3,.629,8.9,1.2,1.0,1.4,2.6,1.8,17.0
Career,UConn,,126,103,3307,5.9,12.2,.485,5.0,9.6,.520,0.9,2.6,.351,2.2,3.4,.646,9.4,1.6,0.9,1.6,2.5,2.5,14.9","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2006-07,UConn,Big East,31,13,533,.474,.432,.302,.403,,,,,,,,20.2,,,0.1,1.6,1.7,.126
2007-08,UConn,Big East,33,32,915,.537,.519,.232,.221,,,,,,,,12.8,,,1.2,1.9,3.1,.136
2008-09,UConn,Big East,28,24,696,.534,.513,.120,.328,,,,12.6,8.8,,3.0,16.5,18.6,,0.9,2.0,2.9,.167
2009-10,UConn,Big East,34,34,1163,.570,.559,.204,.251,442,8.9,14.6,11.9,6.6,1.5,3.2,15.1,21.5,,2.4,1.8,4.2,.143
Career,UConn,,126,103,3307,.540,.521,.210,.278,442,8.9,14.6,12.2,7.4,1.5,3.1,15.6,20.4,,4.4,7.4,11.8,.143",,
Wesley Johnson,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2014-15,Charleston Southern,Big South,24,0,6.6,0.5,1.0,.478,0.5,1.0,.478,0.0,0.0,,0.4,1.1,.346,0.6,0.5,1.1,0.1,0.2,0.3,0.2,1.1,1.3,,-5.23
2015-16,Charleston Southern,Big South,28,8,10.7,0.6,1.0,.571,0.6,1.0,.571,0.0,0.0,,0.8,1.3,.629,0.8,1.1,1.9,0.2,0.3,0.3,0.4,1.8,1.9,,-2.59
Career,Charleston Southern,,52,8,8.8,0.5,1.0,.529,0.5,1.0,.529,0.0,0.0,,0.6,1.2,.508,0.7,0.8,1.5,0.1,0.2,0.3,0.3,1.4,1.6,,-3.91","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,Charleston Southern,Big South,24,0,158,11,23,.478,11,23,.478,0,0,,9,26,.346,15,12,27,2,4,6,5,26,31
2015-16,Charleston Southern,Big South,28,8,300,16,28,.571,16,28,.571,0,0,,22,35,.629,23,30,53,5,8,7,10,49,54
Career,Charleston Southern,,52,8,458,27,51,.529,27,51,.529,0,0,,31,61,.508,38,42,80,7,12,13,15,75,85","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,Charleston Southern,Big South,24,0,158,2.8,5.8,.478,2.8,5.8,.478,0.0,0.0,,2.3,6.6,.346,6.8,0.5,1.0,1.5,1.3,6.6,7.8
2015-16,Charleston Southern,Big South,28,8,300,2.1,3.7,.571,2.1,3.7,.571,0.0,0.0,,2.9,4.7,.629,7.1,0.7,1.1,0.9,1.3,6.5,7.2
Career,Charleston Southern,,52,8,458,2.4,4.5,.529,2.4,4.5,.529,0.0,0.0,,2.7,5.3,.508,7.0,0.6,1.0,1.1,1.3,6.6,7.4","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2014-15,Charleston Southern,Big South,24,0,158,9.4,.438,.478,.000,1.130,34,10.1,9.1,9.6,2.3,1.5,4.7,12.4,12.9,,0.1,0.2,0.3,.066,,-5.1,-0.4,-5.5
2015-16,Charleston Southern,Big South,28,8,300,10.3,.605,.571,.000,1.250,61,8.1,12.0,9.9,2.8,1.5,2.7,18.3,9.1,,0.4,0.3,0.7,.091,,-3.6,-0.1,-3.8
Career,Charleston Southern,,52,8,458,10.0,.531,.529,.000,1.196,96,8.8,11.0,9.8,2.7,1.5,3.4,15.8,10.4,,0.5,0.5,0.9,.082,,-4.2,-0.2,-4.4",,
Xavier Henry,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Kansas,Big 12,36,36,27.5,4.5,9.8,.458,2.6,5.3,.492,1.9,4.6,.418,2.5,3.2,.783,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25
Career,Kansas,,36,36,27.5,4.5,9.8,.458,2.6,5.3,.492,1.9,4.6,.418,2.5,3.2,.783,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kansas,Big 12,36,36,990,162,354,.458,93,189,.492,69,165,.418,90,115,.783,43,114,157,53,54,18,69,66,483
Career,Kansas,,36,36,990,162,354,.458,93,189,.492,69,165,.418,90,115,.783,43,114,157,53,54,18,69,66,483","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kansas,Big 12,36,36,990,6.5,14.3,.458,3.8,7.6,.492,2.8,6.7,.418,3.6,4.6,.783,6.3,2.1,2.2,0.7,2.8,2.7,19.5
Career,Kansas,,36,36,990,6.5,14.3,.458,3.8,7.6,.492,2.8,6.7,.418,3.6,4.6,.783,6.3,2.1,2.2,0.7,2.8,2.7,19.5","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Kansas,Big 12,36,36,990,.591,.555,.466,.325,430,5.2,11.5,8.6,9.8,3.1,1.8,14.4,23.4,,2.8,2.1,4.9,.197
Career,Kansas,,36,36,990,.591,.555,.466,.325,430,5.2,11.5,8.6,9.8,3.1,1.8,14.4,23.4,,2.8,2.1,4.9,.197",,
